"gene","pval","effect","fdr"
"ABL2","0.625700178532664","0.00498773107879158",0.689981331917736
"ABLIM1","0.000125881348166886","-0.0427727632620152",0.000620658178618794
"ABLIM2","0.0693120833490825","-0.0350553302992387",0.105855708992825
"ABR","0.000500718441830423","-0.0231121341050086",0.00177965957893941
"ABRACL","0.0843908573939448","-0.0240533948113603",0.125703478821677
"ABRAXAS1","2.60745876496848e-06","0.0735185923305165",5.25702914273402e-05
"ABRAXAS2","0.41442402675532","0.00328180715664783",0.489076166255016
"ABT1","0.000225851233590091","0.021401721447788",0.00097451813054285
"ABTB2","0.67327771655435","-0.00505270365825261",0.730948276263973
"ACAA1","0.082157786598868","0.00937158610959066",0.12284655984974
"ACAA2","0.0212726637031667","0.0492283142377876",0.0386555900951063
"ACACA","0.000917454010682071","-0.0155117819349642",0.00286523591478606
"ACAD10","0.0730664778131153","-0.0130420117672316",0.110889346479591
"ACAD11","1.10116441111314e-05","0.0826291408036172",0.000115343807798552
"ACAD8","0.0906311949227349","-0.0124253966213902",0.133579504986395
"ACAD9","0.715654351699124","-0.00294615110491436",0.76825987831713
"ACADM","0.00149599619776501","0.0368204686359658",0.00422729096131241
"ACADS","0.00110612806441284","-0.0369495720519085",0.00331365715022821
"ACADSB","0.106517720468617","0.014521366291755",0.152913671491888
"ACADVL","0.0846544102779366","-0.0124518525494705",0.126038712148401
"ACAP1","0.67286998713535","-0.00570073867921805",0.730679717917593
"ACAP2","0.171829091837828","-0.00656744392354813",0.230411788392897
"ACAT1","7.94983483196094e-05","0.0427968961537779",0.000442558612239829
"ACAT2","0.00968106631958643","-0.0288338533602325",0.0198931850957215
"ACBD3","2.45774089082894e-05","0.0407084196203823",0.000192252298181323
"ACBD5","1.98434207770477e-05","0.0424108107453123",0.000165598071008458
"ACBD6","1.45722947072341e-05","-0.0235451733476495",0.000136513910333983
"ACBD7","0.000264512142203547","0.0455107460980935",0.00109380054679854
"ACD","0.053835817120007","0.0206306110644967",0.0853524358758914
"ACE","0.483675839883","-0.0147420374795325",0.557518078529443
"ACIN1","0.52256107689728","0.0034113899548408",0.593629904483285
"ACLY","0.00032238820456485","-0.0364696030504514",0.00127514049835047
"ACO1","0.374756062642416","-0.00526746074003392",0.450310126432006
"ACO2","0.280354310455824","-0.0100297473232049",0.350606399229302
"ACOT1","0.729800448227487","0.00331204389519257",0.780320483948972
"ACOT11","0.00128700659013075","0.055647328913478",0.00374353369162513
"ACOT13","0.90882185186813","0.000925956154755103",0.92671965268818
"ACOT7","0.892171222247547","0.000871070500906845",0.913523185206955
"ACOT8","0.000128830335630507","0.020187125609315",0.000631199380968178
"ACOT9","6.73689041063178e-06","0.0407140097778548",8.61055852904452e-05
"ACOX1","6.14864546359093e-06","0.0490819796858087",8.28792642031857e-05
"ACOX2","0.000514870825480381","0.109854871756977",0.0018136906967927
"ACOX3","0.31107292247569","-0.00790715530856279",0.383237466881298
"ACP1","1.07773734775903e-05","-0.0485178590590719",0.000113937592228864
"ACP2","0.00155710763383838","-0.0321373924200886",0.00436518317584792
"ACP5","0.164271830567576","-0.00987310050309864",0.221614980305303
"ACP6","0.00110928075187847","-0.0381566160394912",0.00332200969170835
"ACPP","0.00842118908496886","-0.0791709066047928",0.0176674072812977
"ACSF2","0.132123333263495","-0.0146226689239273",0.184047682059039
"ACSF3","0.212013092134392","-0.0108776113540963",0.276208049838558
"ACSL1","0.0192520426618941","0.0276789816392657",0.0355949225063344
"ACSL3","0.517791652429735","0.00533971228432928",0.589129038147909
"ACSL4","0.328555387281836","0.0115843418165664",0.401680338650305
"ACSL5","0.0546697642067453","-0.0389785171064186",0.0864489955259535
"ACSM3","0.00641239412632401","-0.0462709957713184",0.0141013869867738
"ACSS1","0.0190927466108653","0.0214938963265968",0.035378649830178
"ACSS2","0.0124412329745425","0.0131973224783009",0.0246418074542503
"ACSS3","0.00126720855994082","0.107460362150335",0.0036979003682116
"ACTA1","0.0961903196835892","-0.0581338793096232",0.140372745682895
"ACTA2","1.7728747198987e-06","0.204959433700228",4.38593584032411e-05
"ACTB","0.0168443391315705","-0.0324509177104926",0.0318602039240353
"ACTBL2","0.294467960413962","0.0431987711602048",0.365846833435915
"ACTG1","0.543165244819155","0.013118737475512",0.612986362357518
"ACTG2","3.42144555941806e-06","0.296761299949471",5.96897034934521e-05
"ACTL6A","0.178296595557996","-0.0112847087872846",0.238242943595311
"ACTN1","3.5166144576288e-05","-0.0352986984568212",0.000246325192562423
"ACTN2","0.00078667415371256","0.151292839908338",0.00253858412279836
"ACTN4","0.000135942518833342","-0.0397017850025421",0.000656515195616452
"ACTR10","0.0104228453336413","0.0168479223517146",0.0211780132721233
"ACTR1A","0.000251177405104665","-0.0267206953259599",0.00105288854310893
